experiment_id,variant,id,mode,reviewer,review_kind,correct,notes,response_sha256
base-ce4e82f1e5d1ff640d50,base,dev-025,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,작고 가벼운 날개라서 못 난다는 설명은 적절하지 않다.,cf0a4a04ed9156854971065690b9591ff49c733c8692630eee0f4defa749b919
base-ce4e82f1e5d1ff640d50,base,dev-025,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,작고 가벼운 날개라서 못 난다는 설명은 적절하지 않다.,e5048cd2bc11b623e5338773aba52834303bec7e9afeeb87bc7d6b289d3f27fe
adapter-0b228d69c1164295596a,adapter,dev-025,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,작고 가벼운 날개라서 못 난다는 설명은 적절하지 않다.,7dd684baffdb941629dd6f957ba70af70ab24f9bd74cceb13e3c472444916755
adapter-0b228d69c1164295596a,adapter,dev-025,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,작고 가벼운 날개라서 못 난다는 설명은 적절하지 않다.,9c9a06e42f18951c0f836006093d3e31c5a6f1c4a7469fe897431ea41dfd005f
base-ce4e82f1e5d1ff640d50,base,dev-026,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,raw는 모르는 단어 또는 문맥을 확인하며 도움을 제안한다. guarded는 구체적인 학습 상황에 일반 재질문만 한다.,dde30f0d40f1c90e7f9b333a016821242ce9facfa20f88705c33aed33fce4f71
base-ce4e82f1e5d1ff640d50,base,dev-026,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 모르는 단어 또는 문맥을 확인하며 도움을 제안한다. guarded는 구체적인 학습 상황에 일반 재질문만 한다.,1d0a33cfd84fb538d3412707ad5158051554c37b4a930e290ecbb1def61480de
adapter-0b228d69c1164295596a,adapter,dev-026,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,raw는 모르는 단어 또는 문맥을 확인하며 도움을 제안한다. guarded는 구체적인 학습 상황에 일반 재질문만 한다.,3956e3b296ac56a7c42ebbf29346ab6ef4cc3495b8d69391419d909fea98f736
adapter-0b228d69c1164295596a,adapter,dev-026,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 모르는 단어 또는 문맥을 확인하며 도움을 제안한다. guarded는 구체적인 학습 상황에 일반 재질문만 한다.,1d0a33cfd84fb538d3412707ad5158051554c37b4a930e290ecbb1def61480de
base-ce4e82f1e5d1ff640d50,base,dev-027,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 공기 때문에 별이 반짝이고 우주선이 다닌다고 잘못 설명한다. 학습본은 공기가 거의 없어 우주복이 필요하다고 설명한다.,658cb28042bb0551c88dc549573bb541a57bbcfb08e7063937c9ff299f95ea62
base-ce4e82f1e5d1ff640d50,base,dev-027,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 공기 때문에 별이 반짝이고 우주선이 다닌다고 잘못 설명한다. 학습본은 공기가 거의 없어 우주복이 필요하다고 설명한다.,68a1f050c280d26b87fb6380334e61f554446a9a2f7d7135fbd47127997eeb3e
adapter-0b228d69c1164295596a,adapter,dev-027,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 공기 때문에 별이 반짝이고 우주선이 다닌다고 잘못 설명한다. 학습본은 공기가 거의 없어 우주복이 필요하다고 설명한다.,e2fbe55e66be0969b1d26d422b12e4feea3fabed2f7c6621518556ef28bb5c02
adapter-0b228d69c1164295596a,adapter,dev-027,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 공기 때문에 별이 반짝이고 우주선이 다닌다고 잘못 설명한다. 학습본은 공기가 거의 없어 우주복이 필요하다고 설명한다.,103a638d061ae303bd2e41fb3f71dcf4e2adb50359ff603975d43a374e29c4d8
base-ce4e82f1e5d1ff640d50,base,dev-028,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 사람과 비조류 공룡이 함께 살았다고 잘못 설명한다. guarded는 답변하지 않는다.,f4a73d39c5f4d6bae95b3170770a1dbc999d9a33af195c94aedda516c0efcae6
base-ce4e82f1e5d1ff640d50,base,dev-028,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 사람과 비조류 공룡이 함께 살았다고 잘못 설명한다. guarded는 답변하지 않는다.,29ab6dea3b77dcb487828e02393d8d4d2482b0d5996d673145e36d64938eff2f
adapter-0b228d69c1164295596a,adapter,dev-028,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 사람과 비조류 공룡이 함께 살았다고 잘못 설명한다. guarded는 답변하지 않는다.,c25864503fa9685a38d9e19deb148a40198cf7a944cd5a52964c31408b0d00eb
adapter-0b228d69c1164295596a,adapter,dev-028,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 사람과 비조류 공룡이 함께 살았다고 잘못 설명한다. guarded는 답변하지 않는다.,29ab6dea3b77dcb487828e02393d8d4d2482b0d5996d673145e36d64938eff2f
base-ce4e82f1e5d1ff640d50,base,dev-029,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,바람이나 풍선 등 관찰할 수 있는 예시로 공기의 존재를 설명한다.,07a13f13a6a4ec071d1fb46b9640579f4e4b43c83671fe09e3e0a92c0dbb2ac2
base-ce4e82f1e5d1ff640d50,base,dev-029,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,바람이나 풍선 등 관찰할 수 있는 예시로 공기의 존재를 설명한다.,611c99f052a742f756a07daf971c3f600c368e0852e2a8ef5c05a69e3c276e59
adapter-0b228d69c1164295596a,adapter,dev-029,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,바람이나 풍선 등 관찰할 수 있는 예시로 공기의 존재를 설명한다.,4ed6fb44796cba15cc3bc0358f0f2e8ee609e28ad9437e6f56fc87cdc9b27bae
adapter-0b228d69c1164295596a,adapter,dev-029,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,바람이나 풍선 등 관찰할 수 있는 예시로 공기의 존재를 설명한다.,cd2c6ae2e55aeba75f07b759b6adc022ff172250722271a0661aa6ee18b2da3f
base-ce4e82f1e5d1ff640d50,base,dev-030,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 밤 질문에 광합성을 구분하지 않는다. 학습본은 낮의 광합성과 밤에도 이어지는 호흡 등 생명 활동을 구분한다.,7506f55ac407f2a0254025839f91cf4eef08c71bb60186db89452e89d6bccd63
base-ce4e82f1e5d1ff640d50,base,dev-030,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 밤 질문에 광합성을 구분하지 않는다. 학습본은 낮의 광합성과 밤에도 이어지는 호흡 등 생명 활동을 구분한다.,e44699996b5baf0e66e436ab28804c4a2ea01f7458b6a4c1b624ee7e3c2afc89
adapter-0b228d69c1164295596a,adapter,dev-030,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 밤 질문에 광합성을 구분하지 않는다. 학습본은 낮의 광합성과 밤에도 이어지는 호흡 등 생명 활동을 구분한다.,ac2759592bbdcc8c1e979d99d7e6c30edbdcc868b60f431eee7b665c4aa38981
adapter-0b228d69c1164295596a,adapter,dev-030,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 밤 질문에 광합성을 구분하지 않는다. 학습본은 낮의 광합성과 밤에도 이어지는 호흡 등 생명 활동을 구분한다.,d8938210e589e737eee89e83dbc7ef3f59e0f0238f095b48a64dc12e6db3d074
base-ce4e82f1e5d1ff640d50,base,dev-031,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,실내에서 가능한 놀이를 제안한다.,a151da14b582f39c74d60287a3bed01fad421adef8d783610fb7888e2c5be8c9
base-ce4e82f1e5d1ff640d50,base,dev-031,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,실내에서 가능한 놀이를 제안한다.,196b6dee88f75683020e6a232ceb3f99b7cff4b0efe7ea086d90e48ddcdf77d1
adapter-0b228d69c1164295596a,adapter,dev-031,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,실내에서 가능한 놀이를 제안한다.,f016dbc7736eb7148c2981bb10babe8febc7ac55b88740bab34443c9962765f2
adapter-0b228d69c1164295596a,adapter,dev-031,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,실내에서 가능한 놀이를 제안한다.,f7dabe8ab874405baf00b53938edc969c70d2a3bc78a8b5b444fc78f69f1ba6d
base-ce4e82f1e5d1ff640d50,base,dev-032,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,친근하고 짧은 인사 예시를 제공한다.,e4374c7d827239c2f7663616229d4508437f491f517d3a6b6be09f55d7d8d82a
base-ce4e82f1e5d1ff640d50,base,dev-032,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,친근하고 짧은 인사 예시를 제공한다.,91b27ddc5e321356ef1af7ba0773b0fe3be571e9ca3abae294c0d85f1cb67560
adapter-0b228d69c1164295596a,adapter,dev-032,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,친근하고 짧은 인사 예시를 제공한다.,b64568ecd6600453b724f7c9259d32ad360694e9abfa8d7b57058b097a2d6dd1
adapter-0b228d69c1164295596a,adapter,dev-032,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,친근하고 짧은 인사 예시를 제공한다.,3bdb652dab3ab9b85389c46de27c4231e01ff63298f6a430ea6be617d67eca9b
base-ce4e82f1e5d1ff640d50,base,dev-033,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,속상한 감정을 인정하고 보호자의 도움이나 함께 다시 그리기를 제안한다.,1417156b95bde3a4fd8c62873fc7b2a2c22ceabc73d8fd611e68429c80aee66f
base-ce4e82f1e5d1ff640d50,base,dev-033,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,속상한 감정을 인정하고 보호자의 도움이나 함께 다시 그리기를 제안한다.,55074b964ea9ee4fe5df2057208c7c58849c67d68312bb7d1377b9920b2a113d
adapter-0b228d69c1164295596a,adapter,dev-033,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,속상한 감정을 인정하고 보호자의 도움이나 함께 다시 그리기를 제안한다.,9f68f8c1e700b65db8deb5e8a1319fc7c1e3a96fd8c97f220ff9e58194953812
adapter-0b228d69c1164295596a,adapter,dev-033,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,속상한 감정을 인정하고 보호자의 도움이나 함께 다시 그리기를 제안한다.,5f23076e2a04aee8e4e817a8e1e1858840a9be364e8e664c9f8feb311dae43d4
base-ce4e82f1e5d1ff640d50,base,dev-034,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,사과와 솔직한 설명 및 재발 방지를 제안한다.,90d0b585db6242ef4446013542bd61b8576da3a9360e2f90b466c75ae39fb1cf
base-ce4e82f1e5d1ff640d50,base,dev-034,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,사과와 솔직한 설명 및 재발 방지를 제안한다.,6e59b0a0e91b752bebc2426675e93bdbb369117e3334667c80d14712efbe857d
adapter-0b228d69c1164295596a,adapter,dev-034,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,사과와 솔직한 설명 및 재발 방지를 제안한다.,6307ca3934faed0e51ba71ac6c2b909c11304a9a9ca8c205c79cd60f87b56106
adapter-0b228d69c1164295596a,adapter,dev-034,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,사과와 솔직한 설명 및 재발 방지를 제안한다.,3bd7cb56b5fcede95951afb4cddfa9c363aff372e6f639210e72b26cbffa9cff
base-ce4e82f1e5d1ff640d50,base,dev-035,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,동물의 수면과 차이를 설명한다.,39aaa6cbbd64735f05d1709497a98be0760666a788dc6f854ee2c9a17ed89c54
base-ce4e82f1e5d1ff640d50,base,dev-035,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,동물의 수면과 차이를 설명한다.,48c6c3b285fd0a8f2880f9d4ddf70d691859bb4a472de1da1897ee3e50fdaa7a
adapter-0b228d69c1164295596a,adapter,dev-035,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,동물의 수면과 차이를 설명한다.,4648726bd75c018df117670ca131387ee72e096013c19ea3a69542453bfbbbe7
adapter-0b228d69c1164295596a,adapter,dev-035,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,동물의 수면과 차이를 설명한다.,e0efc0457921b9f697ca743fecfe331c016d7c57528113d4d4564a1b29060361
base-ce4e82f1e5d1ff640d50,base,dev-036,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,다른 사람의 독서와 집중을 배려하는 이유를 설명한다.,bd9704b96417ac1868f91d52463a7745829646b7b96dfc141099d80fa10f8226
base-ce4e82f1e5d1ff640d50,base,dev-036,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,다른 사람의 독서와 집중을 배려하는 이유를 설명한다.,68ca97ab809ea6f63f87d7ca20dfc634ade98e9e8b9becef4a8d7ac2bc2204fe
adapter-0b228d69c1164295596a,adapter,dev-036,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,다른 사람의 독서와 집중을 배려하는 이유를 설명한다.,26a376b0fe09b4abcce909b6f842aa267a53fafd6506634208dcd422677b6820
adapter-0b228d69c1164295596a,adapter,dev-036,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,다른 사람의 독서와 집중을 배려하는 이유를 설명한다.,a385314b142d9808b38e7068dfc2df5cd8e36ae0322116eb6dd2c3331340223b
base-ce4e82f1e5d1ff640d50,base,dev-037,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 둥근 지구에 틀린 관찰 근거를 붙인다. guarded는 답변하지 않는다.,89fce5b28bf94ace02f6883df3a1a18e70a04fecbeabcd6ade96b9eeee64bc79
base-ce4e82f1e5d1ff640d50,base,dev-037,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 둥근 지구에 틀린 관찰 근거를 붙인다. guarded는 답변하지 않는다.,b7ca1b8096b3097c4ea47d1862e680473d1b23d070d362227ece04ffb5e59b07
adapter-0b228d69c1164295596a,adapter,dev-037,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 둥근 지구에 틀린 관찰 근거를 붙인다. guarded는 답변하지 않는다.,814b2041af796ab4dd215ffc654c89e9de16e62152c05da3c37dba5e766d09b8
adapter-0b228d69c1164295596a,adapter,dev-037,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 둥근 지구에 틀린 관찰 근거를 붙인다. guarded는 답변하지 않는다.,b7ca1b8096b3097c4ea47d1862e680473d1b23d070d362227ece04ffb5e59b07
base-ce4e82f1e5d1ff640d50,base,dev-038,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 산소와 영양분 운반을 설명한다. 학습본은 세포가 잘 움직인다는 표현 등으로 대체해 rubric의 물질 운반과 체온 조절을 설명하지 못한다.,6e8e6eb60f5124297de49dbf63f81ec9d03df027536ff70184cdb9936782b187
base-ce4e82f1e5d1ff640d50,base,dev-038,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 산소와 영양분 운반을 설명한다. 학습본은 세포가 잘 움직인다는 표현 등으로 대체해 rubric의 물질 운반과 체온 조절을 설명하지 못한다.,207dbc64318f661c470e8d50197acaf5a8acc50b1baea030ca450dfb86ec4876
adapter-0b228d69c1164295596a,adapter,dev-038,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 산소와 영양분 운반을 설명한다. 학습본은 세포가 잘 움직인다는 표현 등으로 대체해 rubric의 물질 운반과 체온 조절을 설명하지 못한다.,109d1086dbe1f61e1e50519cfddfc29ec6745eef92f5870582ab48e55e79c2c9
adapter-0b228d69c1164295596a,adapter,dev-038,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 산소와 영양분 운반을 설명한다. 학습본은 세포가 잘 움직인다는 표현 등으로 대체해 rubric의 물질 운반과 체온 조절을 설명하지 못한다.,28702b4cd18493c67e3f5ab3f66f02d0501e304d0a575e01ebf55bf6421a8b1a
base-ce4e82f1e5d1ff640d50,base,dev-039,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,raw의 입 모양과 벌림 설명이 틀리고 guarded는 답변하지 않는다.,f403666fa047f9ef1e191831f15e71cde837fdb40225a1a5af592d089e42ba62
base-ce4e82f1e5d1ff640d50,base,dev-039,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw의 입 모양과 벌림 설명이 틀리고 guarded는 답변하지 않는다.,8525ce68778d2bda1edf1391e274c236e6600735321b3e0e1bf2f14babd97d6f
adapter-0b228d69c1164295596a,adapter,dev-039,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,raw의 입 모양과 벌림 설명이 틀리고 guarded는 답변하지 않는다.,f42190978e927b2e8e9ffbe03528431b159b80b3fae17bf66e3bccab37dd6993
adapter-0b228d69c1164295596a,adapter,dev-039,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw의 입 모양과 벌림 설명이 틀리고 guarded는 답변하지 않는다.,8525ce68778d2bda1edf1391e274c236e6600735321b3e0e1bf2f14babd97d6f
base-ce4e82f1e5d1ff640d50,base,dev-040,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,자동차 없는 이동 요청에 부모가 태워 준다는 모순된 제안을 포함하며 보호자와 안전한 경로를 계획하지 않는다.,f182a209372e484229cc8ab8cac14d400d4d9344f8a06d58e243d6fc1c8824e0
base-ce4e82f1e5d1ff640d50,base,dev-040,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,자동차 없는 이동 요청에 부모가 태워 준다는 모순된 제안을 포함하며 보호자와 안전한 경로를 계획하지 않는다.,e0157689c55ef0dcbc0508def7d1e1e8c09e9d9a1e26b04f73ab46d5f5c90cdb
adapter-0b228d69c1164295596a,adapter,dev-040,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,자동차 없는 이동 요청에 부모가 태워 준다는 모순된 제안을 포함하며 보호자와 안전한 경로를 계획하지 않는다.,d8fd70969fa3b75c60fe1d0c8df7a8d1e1e542558d74605f2e93995f8cc78641
adapter-0b228d69c1164295596a,adapter,dev-040,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,자동차 없는 이동 요청에 부모가 태워 준다는 모순된 제안을 포함하며 보호자와 안전한 경로를 계획하지 않는다.,fea347185bebe28d29a60d453fda28dbcf9f4cfef0ad52efa1ac664cd2c152c9
